annual_salary_usd
282000
280000
206000
205000
198000
184000
266000
180000
265000
264000
167000
157000
147000
130000
110000
256000
360000
354000
353000
349000
348000
348000
348000
221000
330000
324000
324000
323000
322000
318000
313000
312000
312000
384000
384000
374400
280000
374400
270000
170000
90000
90000
95000
246000
100000
100000
99000
158000
98000
233000
95000
105000
104000
103000
100000
100000
264000
125000
125000
125000
208000
120000
120000
157000
116000
115000
115000
111000
110000
110000
110000
110000
140000
125000
139000
139000
118000
336000
138000
138000
213000
137000
205000
135000
132000
131000
157000
130000
141000
121000
130000
100000
129000
126000
95000
125000
248000
152000
150000
150000
150000
312000
150000
150000
150000
148000
257000
222000
145000
145000
145000
145000
183000
167000
145000
145000
167000
145000
145000
145000
144000
150000
141000
141000
140000
140000
140000
140000
140000
140000
140000
170000
157000
169000
167000
167000
167000
167000
166000
166000
109000
95000
162000
360000
348000
161000
160000
160000
254000
160000
160000
160000
160000
160000
160000
159000
159000
159000
158000
157000
166000
157000
157000
145000
157000
140000
130000
155000
155000
155000
154000
154000
154000
153000
153000
197000
197000
196000
196000
156000
150000
194000
194000
194000
192000
115000
191000
191000
191000
190000
189000
349000
188000
186000
185000
184000
271000
184000
183000
183000
267000
261600
182000
181000
180000
180000
180000
180000
180000
179000
178000
177000
181000
175000
175000
175000
175000
163000
160000
171000
171000
225000
224000
223000
222000
222000
221000
221000
221000
219000
217000
274000
216000
216000
215000
215000
215000
244000
213000
213000
231000
212000
211000
210000
209000
180000
208000
174000
170000
166000
206000
165000
204000
204000
204000
202000
201000
160000
199000
157000
198000
254000
295000
253000
253000
252000
252000
264000
250000
250000
248000
247000
246000
242000
241000
241000
240000
240000
240000
190000
239000
237000
234000
234000
233000
232000
232000
231000
229000
110000
227000
226000
312000
312000
312000
310000
309000
125000
300000
110000
298000
296000
295000
293000
288000
230000
281000
281000
278000
276000
223000
275000
271000
270000
269000
267000
180000
179000
263000
261600
261600
261600
261600
261600
261000
153000
140000
257000
108000
255000
360000
336000
360000
285000
348000
348000
343000
330000
328000
326000
157000
324000
317000
315000
314000
180000
